first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook,youtube_url
Salud,Carbajal,C001112,rep,Democrat,CA,2025-01-03,2027-01-03,repcarbajal,,RepCarbajal,8.161576678823731e+17,repcarbajal,,repsaludcarbajal,
Bradley,Schneider,S001190,rep,Democrat,IL,2025-01-03,2027-01-03,RepBradSchneider,,RepSchneider,1071840474.0,repschneider,,CongressmanBradSchneider,
Pramila,Jayapal,J000298,rep,Democrat,WA,2025-01-03,2027-01-03,,UCmyD0_-2Oowkfwc_Raghclw,RepJayapal,8.157332909551124e+17,repjayapal,,RepJayapal,https://www.youtube.com/channel/UCmyD0_-2Oowkfwc_Raghclw
Brian,Fitzpatrick,F000466,rep,Republican,PA,2025-01-03,2027-01-03,,UCYMNcgHss4_Q5JY2vSvMpgw,RepBrianFitz,8.163032635869143e+17,repbrianfitz,,repbrianfitzpatrick,https://www.youtube.com/channel/UCYMNcgHss4_Q5JY2vSvMpgw
Adriano,Espaillat,E000297,rep,Democrat,NY,2025-01-03,2027-01-03,,UCi0niBYFhEY70Dz8InbX5OQ,RepEspaillat,8.17076257770836e+17,repadrianoespaillat,,RepEspaillat,https://www.youtube.com/channel/UCi0niBYFhEY70Dz8InbX5OQ
David,Kustoff,K000392,rep,Republican,TN,2025-01-03,2027-01-03,,UCK6U4plOKKMrCjv_h59spGQ,RepDavidKustoff,8.160121245059318e+17,repdavidkustoff,,RepDavidKustoff,https://www.youtube.com/channel/UCK6U4plOKKMrCjv_h59spGQ
Darren,Soto,S001200,rep,Democrat,FL,2025-01-03,2027-01-03,repdarrensoto,,RepDarrenSoto,8.187134656530514e+17,RepDarrenSoto,,CongressmanDarrenSoto,
Jack,Bergman,B001301,rep,Republican,MI,2025-01-03,2027-01-03,RepJackBergman,,RepJackBergman,8.152416121544172e+17,RepJackBergman,,RepJackBergman,
John,Rutherford,R000609,rep,Republican,FL,2025-01-03,2027-01-03,Reprutherfordfl,,RepRutherfordFL,8.289772165958492e+17,reprutherfordfl,,RepRutherfordFL,
Mike,Johnson,J000299,rep,Republican,LA,2025-01-03,2027-01-03,,UCzqBEpeIaDEfvAtsA53Fx2Q,RepMikeJohnson,8.272797652875592e+17,RepMikeJohnson,,RepMikeJohnson,https://www.youtube.com/channel/UCzqBEpeIaDEfvAtsA53Fx2Q
J.,Correa,C001110,rep,Democrat,CA,2025-01-03,2027-01-03,,UCIKJJp4QJIDjnjodc23qKkw,RepLouCorrea,8.159850394858373e+17,reploucorrea,,RepLouCorrea,https://www.youtube.com/channel/UCIKJJp4QJIDjnjodc23qKkw
Don,Bacon,B001298,rep,Republican,NE,2025-01-03,2027-01-03,,UCR9abI1lZzAZ6HwQXc-dLFQ,RepDonBacon,8.189751244603351e+17,RepDonBacon,,RepDonBacon,https://www.youtube.com/channel/UCR9abI1lZzAZ6HwQXc-dLFQ
Lloyd,Smucker,S001199,rep,Republican,PA,2025-01-03,2027-01-03,,UCs5iMvWy-oTHyf5HuwB7FCg,RepSmucker,41417564.0,,,RepSmucker,https://www.youtube.com/channel/UCs5iMvWy-oTHyf5HuwB7FCg
Ron,Estes,E000298,rep,Republican,KS,2025-01-03,2027-01-03,,UC2clc28qcehIqotHQcthnWA,RepRonEstes,8.547150711168492e+17,RepRonEstes,,RepRonEstes,https://www.youtube.com/channel/UC2clc28qcehIqotHQcthnWA
Jimmy,Gomez,G000585,rep,Democrat,CA,2025-01-03,2027-01-03,UCOmm091WM6D01xTdzsWNvbQ,,RepJimmyGomez,2371339658.0,repjimmygomez,,RepJimmyGomez,
Ralph,Norman,N000190,rep,Republican,SC,2025-01-03,2027-01-03,UCVVIZjUpGRB1pgQGDBVBU8Q,,RepRalphNorman,8.804806311086449e+17,repralphnorman,,RepRalphNorman,
Michael,Cloud,C001115,rep,Republican,TX,2025-01-03,2027-01-03,RepCloudTX,,RepCloudTX,1.0398796584001126e+18,repcloudtx,,RepCloudTX,
Troy,Balderson,B001306,rep,Republican,OH,2025-01-03,2027-01-03,UCm6vJzx-mu4Xr56FnQKRz0w,,RepBalderson,1.0373415365923103e+18,,,RepTroyBalderson,
Ben,Cline,C001118,rep,Republican,VA,2025-01-03,2027-01-03,@congressmanbencline8000,,RepBenCline,1.0721583572371743e+18,repbencline,,RepBenCline,
Steven,Horsford,H001066,rep,Democrat,NV,2025-01-03,2027-01-03,UCNEpy5bPXiyAavRzYnPlhDQ,,RepHorsford,389840566.0,rephorsford,,,
Kevin,Hern,H001082,rep,Republican,OK,2025-01-03,2027-01-03,UC9XRRGCgGOEtEOwUAo1rYZg,,repkevinhern,1.0678185391790244e+18,,,repkevinhern,
