first,last,id.bioguide,current_type,current_party,current_state,term_start,term_end,social.youtube,social.youtube_id,social.twitter,social.twitter_id,social.instagram,social.instagram_id,social.facebook
Randy,Weber,W000814,rep,Republican,TX,2025-01-03,2027-01-03,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,TXRandy14,1058051748,TXRandy14,,TXRandy14
Steve,Daines,D000618,sen,Republican,MT,2021-01-03,2027-01-03,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,SteveDaines,11651202,stevedaines,371125857,SteveDainesMT
Tom,Cotton,C001095,sen,Republican,AR,2021-01-03,2027-01-03,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,SenTomCotton,968650362,,,SenatorTomCotton
Ami,Bera,B001287,rep,Democrat,CA,2025-01-03,2027-01-03,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,RepBera,950783972,repbera,,RepAmiBera
Bill,Foster,F000454,rep,Democrat,IL,2025-01-03,2027-01-03,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,RepBillFoster,1080509366,,,CongressmanBillFoster
Lois,Frankel,F000462,rep,Democrat,FL,2025-01-03,2027-01-03,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,RepLoisFrankel,1077121945,reploisfrankel,,RepLoisFrankel
Richard,Hudson,H001067,rep,Republican,NC,2025-01-03,2027-01-03,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,RepRichHudson,935033864,,,RepRichHudson
Marc,Veasey,V000131,rep,Democrat,TX,2025-01-03,2027-01-03,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,RepVeasey,1074129612,repveasey,676925345,CongressmanMarcVeasey
Scott,Perry,P000605,rep,Republican,PA,2025-01-03,2027-01-03,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,RepScottPerry,18773159,repscottperry,519463466,repscottperry
Raul,Ruiz,R000599,rep,Democrat,CA,2025-01-03,2027-01-03,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,RepRaulRuizMD,1089859058,,,CongressmanRaulRuizMD
Kevin,Cramer,C001096,sen,Republican,ND,2025-01-03,2031-01-03,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,SenKevinCramer,1048784496,repkevincramer,,CongressmanKevinCramer
Ann,Wagner,W000812,rep,Republican,MO,2025-01-03,2027-01-03,,UCy2v2DXXvQnbRc8Zx77Dnsg,RepAnnWagner,1051446626,repannwagner,,RepAnnWagner
Elizabeth,Warren,W000817,sen,Democrat,MA,2025-01-03,2031-01-03,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,SenWarren,970207298,senwarren,,senatorelizabethwarren
Garland,Barr,B001282,rep,Republican,KY,2025-01-03,2027-01-03,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,RepAndyBarr,1089334250,RepAndyBarr,,RepAndyBarr
Ted,Cruz,C001098,sen,Republican,TX,2025-01-03,2031-01-03,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,SenTedCruz,1074480192,sentedcruz,,SenatorTedCruz
Danny,Davis,D000096,rep,Democrat,IL,2025-01-03,2027-01-03,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,RepDannyDavis,789244177,,,CongressmanDKDavis
Sam,Graves,G000546,rep,Republican,MO,2025-01-03,2027-01-03,,UCdg2ybvoHsSW6t7iJnKHlNg,RepSamGraves,29766367,repsamgraves,,118514606128
Tammy,Baldwin,B001230,sen,Democrat,WI,2025-01-03,2031-01-03,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,SenatorBaldwin,1074518754,senatorbaldwin,,senatortammybaldwin
Roger,Williams,W000816,rep,Republican,TX,2025-01-03,2027-01-03,,UCBtfmMMQarjtLB9U_pWMOhw,RepRWilliams,1077446982,,,RepRogerWilliams
Tammy,Duckworth,D000622,sen,Democrat,IL,2023-01-03,2029-01-03,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,SenDuckworth,1058520120,SenDuckworth,1387939090,SenDuckworth
Deb,Fischer,F000463,sen,Republican,NE,2025-01-03,2031-01-03,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,SenatorFischer,1071402577,senatorfischer,,senatordebfischer
Jared,Huffman,H001068,rep,Democrat,CA,2025-01-03,2027-01-03,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,RepHuffman,1071102246,rephuffman,,RepHuffman
Andy,Harris,H001052,rep,Republican,MD,2025-01-03,2027-01-03,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,RepAndyHarrisMD,960962340,,,AndyHarrisMD
Scott,Peters,P000608,rep,Democrat,CA,2025-01-03,2027-01-03,,UCQK77QJxW7Xr-S3zqeMd-0g,RepScottPeters,1135486501,repscottpeters,,RepScottPeters
Joaquin,Castro,C001091,rep,Democrat,TX,2025-01-03,2027-01-03,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,JoaquinCastrotx,231510077,joaquincastrotx,378492005,326420614138023
Bill,Cassidy,C001075,sen,Republican,LA,2021-01-03,2027-01-03,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,SenBillCassidy,1.02E+18,senbillcassidy,,SenBillCassidy
Brett,Guthrie,G000558,rep,Republican,KY,2025-01-03,2027-01-03,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,RepGuthrie,1908143071,repguthrie,,CongressmanGuthrie
Doug,LaMalfa,L000578,rep,Republican,CA,2025-01-03,2027-01-03,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,RepLaMalfa,1069124515,repdouglamalfa,,RepLaMalfa
Kathy,Castor,C001066,rep,Democrat,FL,2025-01-03,2027-01-03,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,USRepKCastor,1880674038,usrepkathycastor,,USRepKathyCastor
Amy,Klobuchar,K000367,sen,Democrat,MN,2025-01-03,2031-01-03,senatorklobuchar,UCvdeJsDsV51tFb_hVqvtYGA,SenAmyKlobuchar,22044727,,,
Mark,Pocan,P000607,rep,Democrat,WI,2025-01-03,2027-01-03,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,RepMarkPocan,1206227149,repmarkpocan,1422301608,repmarkpocan
Juan,Vargas,V000130,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,RepJuanVargas,1260172386,repjuanvargas,,RepJuanVargas
Timothy,Kaine,K000384,sen,Democrat,VA,2025-01-03,2031-01-03,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,,,sentimkaine,,SenatorKaine
Brian,Schatz,S001194,sen,Democrat,HI,2023-01-03,2029-01-03,senbrianschatz,UC8-mSYp2WqBiB_5iwtwKfow,SenBrianSchatz,1262099252,senbrianschatz,,SenBrianSchatz
Julia,Brownley,B001285,rep,Democrat,CA,2025-01-03,2027-01-03,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,RepBrownley,1243902714,RepBrownley,,RepJuliaBrownley
Thomas,Massie,M001184,rep,Republican,KY,2025-01-03,2027-01-03,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,RepThomasMassie,975200486,repthomasmassie,,RepThomasMassie
Robin,Kelly,K000385,rep,Democrat,IL,2025-01-03,2027-01-03,,UCLhcNPX2nNQLNzwKW0nEykg,RepRobinKelly,1339931490,reprobinkelly,,reprobinkelly
Kirsten,Gillibrand,G000555,sen,Democrat,NY,2025-01-03,2031-01-03,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,GillibrandNY,9.00E+17,senkirstengillibrand,,SenKirstenGillibrand
James,Risch,R000584,sen,Republican,ID,2021-01-03,2027-01-03,SenatorJamesRisch,UCncKW8xyT5UbPNO27YuQnBA,SenatorRisch,1096059529,,,senatorjimrisch
Joyce,Beatty,B001281,rep,Democrat,OH,2025-01-03,2027-01-03,,UCtVl3kb7Xvt3pY7l6x-M6LA,RepBeatty,1531521632,repbeatty,554027718,RepJoyceBeatty
Tina,Smith,S001203,sen,Democrat,MN,2021-01-03,2027-01-03,,,SenTinaSmith,9.41E+17,senatortinasmith,,USSenTinaSmith
Jason,Smith,S001195,rep,Republican,MO,2025-01-03,2027-01-03,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,RepJasonSmith,1623308912,,,repjasonsmith
Christopher,Smith,S000522,rep,Republican,NJ,2025-01-03,2027-01-03,USRepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,,,repchrissmith,,RepChrisSmith
Christopher,Murphy,M001169,sen,Democrat,CT,2025-01-03,2031-01-03,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,SenMurphyOffice,2853793517,senchrismurphy,,chrismurphyct
Cory,Booker,B001288,sen,Democrat,NJ,2021-01-03,2027-01-03,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,SenBooker,2167097881,corybooker,,SenatorCoryBooker
Katherine,Clark,C001101,rep,Democrat,MA,2025-01-03,2027-01-03,,UCgaI52w7QKI8LtkSeCCmSuw,RepKClark,2293131060,repkclark,,CongresswomanClark
Dan,Newhouse,N000189,rep,Republican,WA,2025-01-03,2027-01-03,,UCllbsv_aoIaPS6W3aSonZlw,RepNewhouse,2930635215,repnewhouse,,RepNewhouse
Barry,Loudermilk,L000583,rep,Republican,GA,2025-01-03,2027-01-03,,UC2Kfw8fjca8k3w3KpzL5tNg,RepLoudermilk,2914163523,RepLoudermilk,,reploudermilk
Earl,Carter,C001103,rep,Republican,GA,2025-01-03,2027-01-03,,UCHQm49T6ikD_ioMAt50AwKQ,RepBuddyCarter,2973870195,repbuddycarter,,congressmanbuddycarter
Mike,Bost,B001295,rep,Republican,IL,2025-01-03,2027-01-03,,UCYA1psY06vSf3QadHuCrmjQ,RepBost,2964877294,,,RepBost
Alma,Adams,A000370,rep,Democrat,NC,2025-01-03,2027-01-03,,UCPI9ao1Cr1nxEUD2r-usRjQ,RepAdams,2916086925,repadams,,CongresswomanAdams
John,Moolenaar,M001194,rep,Republican,MI,2025-01-03,2027-01-03,,UCnMvVN4a8roZu4crE0UW2DA,RepMoolenaar,2696643955,RepMoolenaar,,RepMoolenaar
Elise,Stefanik,S001196,rep,Republican,NY,2025-01-03,2027-01-03,,UCHvf42C8Vw6QnjwO2L2ukKA,RepStefanik,2962813893,repstefanik,,RepEliseStefanik
David,Rouzer,R000603,rep,Republican,NC,2025-01-03,2027-01-03,,UCBvOxpqoGi1HlHjX9v_gHZw,RepDavidRouzer,834069080,repdavidrouzer,,RepRouzer
Gary,Palmer,P000609,rep,Republican,AL,2025-01-03,2027-01-03,,UCYZfP-cNIvlJY3AcAc9OPpQ,USRepGaryPalmer,2861616083,repgarypalmer,1551536636,CongressmanGaryPalmer
Tom,Emmer,E000294,rep,Republican,MN,2025-01-03,2027-01-03,RepTomEmmer,UCScZcPwdddt6fffxbRLFQVw,RepTomEmmer,2914515430,reptomemmer,1565640999,reptomemmer
Bruce,Westerman,W000821,rep,Republican,AR,2025-01-03,2027-01-03,,UCNshPbmupCwP5a7Hi79jETQ,RepWesterman,2852998461,,,RepWesterman
J.,Hill,H001072,rep,Republican,AR,2025-01-03,2027-01-03,,UCT8uWroJtkwSsCJlVg0IKvQ,RepFrenchHill,2953974395,repfrenchhill,,RepFrenchHill
Brian,Babin,B001291,rep,Republican,TX,2025-01-03,2027-01-03,,UCPVEZgw-VbDRbLV1MRGVQNQ,RepBrianBabin,2929491549,,,RepBrianBabin
Debbie,Dingell,D000624,rep,Democrat,MI,2025-01-03,2027-01-03,,UCnoP3KLT-HOvzDfC1-I-9lQ,RepDebDingell,2970279814,repdingell,,RepDebbieDingell
Norma,Torres,T000474,rep,Democrat,CA,2025-01-03,2027-01-03,,UCvWY4qKP6--o3pIJY7hhKDg,NormaJTorres,236279233,repnormatorres,,RepNormaTorres
Dan,Sullivan,S001198,sen,Republican,AK,2021-01-03,2027-01-03,,UC7tXCm8gKlAhTFo2kuf5ylw,SenDanSullivan,2891210047,sen_dansullivan,1660873387,SenDanSullivan
Rick,Allen,A000372,rep,Republican,GA,2025-01-03,2027-01-03,,UCZPoYXHFDAV17BGLMzGAmpg,RepRickAllen,2964287128,Rep_RickAllen,1666787116,CongressmanRickAllen
Mike,Rounds,R000605,sen,Republican,SD,2021-01-03,2027-01-03,,UC-pvzimyBdpdkcIfsicrfrQ,SenatorRounds,2955485182,senatorrounds,,SenatorMikeRounds
Brendan,Boyle,B001296,rep,Democrat,PA,2025-01-03,2027-01-03,,UCMP_Anj7lz4eZuSh8GwFqQQ,CongBoyle,4304448314,,,CongressmanBoyle
Pete,Aguilar,A000371,rep,Democrat,CA,2025-01-03,2027-01-03,,UCxwbFLOlKDsXrwizV5jah7g,RepPeteAguilar,3018670151,,,reppeteaguilar
Ruben,Gallego,G000574,sen,Democrat,AZ,2025-01-03,2031-01-03,,,RepRubenGallego,2966570782,reprubengallego,,RepRubenGallego
Stacey,Plaskett,P000610,rep,Democrat,VI,2025-01-03,2027-01-03,,UC3V7biFZHDFHDFZy6cCSZUA,StaceyPlaskett,2724095695,stacey_plaskett,,repstaceyplaskett
Bonnie,Watson Coleman,W000822,rep,Democrat,NJ,2025-01-03,2027-01-03,,UCrxEaX0VKZKwg3930du2D5A,RepBonnie,2968451607,repbonnie,,RepBonnie
Ted,Lieu,L000582,rep,Democrat,CA,2025-01-03,2027-01-03,,UC9qcJxTqfDNBnVul1IojlFg,RepTedLieu,3044993235,RepTedLieu,,RepTedLieu
Mark,DeSaulnier,D000623,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepDeSaulnier,2968007206,repdesaulnier,,RepMarkDeSaulnier
Seth,Moulton,M001196,rep,Democrat,MA,2025-01-03,2027-01-03,,UC5w5qn7nj5Ljy69LTV7a_fQ,RepMoulton,3091316093,repmoulton,,CongressmanSethMoulton
Donald,Beyer,B001292,rep,Democrat,VA,2025-01-03,2027-01-03,,UCPJGVbOVcAVGiBwq8qr_T9w,RepDonBeyer,2962868158,repdonbeyer,,RepDonBeyer
Glenn,Grothman,G000576,rep,Republican,WI,2025-01-03,2027-01-03,,UCui4k83Cot4aeVW_8T33fgg,RepGrothman,2976606250,repglenngrothman,,RepGrothman
Donald,Norcross,N000188,rep,Democrat,NJ,2025-01-03,2027-01-03,,UC7kXK_PyDiOT8YrdP0jYZHw,DonaldNorcross,3122099613,donald_norcross,,DonaldNorcrossNJ
Trent,Kelly,K000388,rep,Republican,MS,2025-01-03,2027-01-03,,UCtDrz-8tdg4ZgOAQHToSWaQ,RepTrentKelly,3317799825,reptrentkelly,,reptrentkelly
Darin,LaHood,L000585,rep,Republican,IL,2025-01-03,2027-01-03,,UCVRbtFwaBGcixZIkygtalRw,RepLaHood,3686482216,,,replahood
Jim,Banks,B001299,sen,Republican,IN,2025-01-03,2031-01-03,,UC_FR6TySW9uxvhjozkis6Xg,RepJimBanks,8.16E+17,repjimbanks,,RepJimBanks
Lisa,Blunt Rochester,B001303,sen,Democrat,DE,2025-01-03,2031-01-03,,,RepLBR,8.17E+17,senlbr,,Rep.BluntRochester
Jamie,Raskin,R000606,rep,Democrat,MD,2025-01-03,2027-01-03,,UChxDE6vho5BfBTOqiBsDmKg,RepRaskin,8.07E+17,repraskin,,repraskin
Jimmy,Panetta,P000613,rep,Democrat,CA,2025-01-03,2027-01-03,,UCmw-aERG51C96edMDPN7fXQ,RepJimmyPanetta,7.97E+17,repjimmypanetta,,RepJimmyPanetta
Neal,Dunn,D000628,rep,Republican,FL,2025-01-03,2027-01-03,,UCRTGfrYP-RuDzJ2KGok7TRA,DrNealDunnFL2,8.16E+17,,,drnealdunnfl2
Nanette,Barragán,B001300,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepBarragan,8.17E+17,repbarragan,,CongresswomanBarragan
Andy,Biggs,B001302,rep,Republican,AZ,2025-01-03,2027-01-03,,UCqSq9kWOxk9yNTeILBCVC1w,RepAndyBiggsAZ,8.17E+17,repandybiggs,,RepAndyBiggs
Brian,Mast,M001199,rep,Republican,FL,2025-01-03,2027-01-03,repbrianmast,UCSBgIt02ZoFyfBOgISq77Cw,RepBrianMast,8.14E+17,RepBrianMast,,repbrianmast
Warren,Davidson,D000626,rep,Republican,OH,2025-01-03,2027-01-03,,UCMzuyZWzk44YRNesFzPTeUw,WarrenDavidson,7.43E+17,instawarrendavidson,,CongressmanWarrenDavidson
Vicente,Gonzalez,G000581,rep,Democrat,TX,2025-01-03,2027-01-03,,UC5H6oYLKQ_xIXO5CG7fh4hw,RepGonzalez,8.19E+17,repvicentegonzaleztx,,USCongressmanVicenteGonzalez
Josh,Gottheimer,G000583,rep,Democrat,NJ,2025-01-03,2027-01-03,,,RepJoshG,8.15E+17,RepJoshG,,RepJoshG
Catherine,Cortez Masto,C001113,sen,Democrat,NV,2023-01-03,2029-01-03,,UCip_83SiKUqwnUT57VOXrCg,SenCortezMasto,8.11E+17,sencortezmasto,,SenatorCortezMasto
Ro,Khanna,K000389,rep,Democrat,CA,2025-01-03,2027-01-03,,UCr4KOYv1o1oEQhy1jhhm3pQ,RepRoKhanna,8.16E+17,reprokhanna,,RepRoKhanna
Jodey,Arrington,A000375,rep,Republican,TX,2025-01-03,2027-01-03,,UC3lif8TFPOe-tJ2-pE4Rp7Q,RepArrington,8.16E+17,repjodeyarrington,,JodeyArrington
Salud,Carbajal,C001112,rep,Democrat,CA,2025-01-03,2027-01-03,repcarbajal,UCqzGv_gXgL6xceXQnu5vs3g,RepCarbajal,8.16E+17,repcarbajal,,repsaludcarbajal
Bradley,Schneider,S001190,rep,Democrat,IL,2025-01-03,2027-01-03,RepBradSchneider,UCcJmPR629lPofmQLMBU2xMg,RepSchneider,1071840474,repschneider,,CongressmanBradSchneider
Ted,Budd,B001305,sen,Republican,NC,2023-01-03,2029-01-03,@sentedbudd,UCfoonPj1whxWvwabV6j8q4Q,RepTedBudd,8.17E+17,sentedbudd,,RepTedBudd
Pramila,Jayapal,J000298,rep,Democrat,WA,2025-01-03,2027-01-03,,UCmyD0_-2Oowkfwc_Raghclw,RepJayapal,8.16E+17,repjayapal,,RepJayapal
Brian,Fitzpatrick,F000466,rep,Republican,PA,2025-01-03,2027-01-03,,UCYMNcgHss4_Q5JY2vSvMpgw,RepBrianFitz,8.16E+17,repbrianfitz,,repbrianfitzpatrick
John,Kennedy,K000393,sen,Republican,LA,2023-01-03,2029-01-03,,UCDgjkA5Y_npoxeUiSW18JZQ,SenJohnKennedy,8.17E+17,SenJohnKennedy,,JohnKennedyLouisiana
Raja,Krishnamoorthi,K000391,rep,Democrat,IL,2025-01-03,2027-01-03,,,CongressmanRaja,8.14E+17,congressmanraja,,congressmanraja
Margaret,Hassan,H001076,sen,Democrat,NH,2023-01-03,2029-01-03,,,SenatorHassan,946549322,senatorhassan,,SenatorHassan
Adriano,Espaillat,E000297,rep,Democrat,NY,2025-01-03,2027-01-03,,UCi0niBYFhEY70Dz8InbX5OQ,RepEspaillat,8.17E+17,repadrianoespaillat,,RepEspaillat
David,Kustoff,K000392,rep,Republican,TN,2025-01-03,2027-01-03,,UCK6U4plOKKMrCjv_h59spGQ,RepDavidKustoff,8.16E+17,repdavidkustoff,,RepDavidKustoff
Darren,Soto,S001200,rep,Democrat,FL,2025-01-03,2027-01-03,repdarrensoto,UCh9Og3DYZIaIWKriQ3n6cYQ,RepDarrenSoto,8.19E+17,RepDarrenSoto,,CongressmanDarrenSoto
Jack,Bergman,B001301,rep,Republican,MI,2025-01-03,2027-01-03,ackbergman5150,UCKrkKLwcZs7bUehe6ub9Vsg,RepJackBergman,8.15E+17,RepJackBergman,,RepJackBergman
James,Comer,C001108,rep,Republican,KY,2025-01-03,2027-01-03,,,RepJamesComer,1.27E+18,congressmancomer,,congressmancomer
Roger,Marshall,M001198,sen,Republican,KS,2021-01-03,2027-01-03,,UCR3nOFMqBB-kRpKFwgapMaQ,SenatorMarshall,1.34E+18,senrogermarshall,,RogerMarshallMD
Dwight,Evans,E000296,rep,Democrat,PA,2025-01-03,2027-01-03,,,RepDwightEvans,90639372,repdwightevans,,RepDwightEvans
John,Rutherford,R000609,rep,Republican,FL,2025-01-03,2027-01-03,Reprutherfordfl,UCXRvZ7q1YM__Jyqcbt4aedw,RepRutherfordFL,8.29E+17,reprutherfordfl,,RepRutherfordFL
Mike,Johnson,J000299,rep,Republican,LA,2025-01-03,2027-01-03,,UCzqBEpeIaDEfvAtsA53Fx2Q,RepMikeJohnson,8.27E+17,RepMikeJohnson,,RepMikeJohnson
Jacky,Rosen,R000608,sen,Democrat,NV,2025-01-03,2031-01-03,,,SenJackyRosen,8.19E+17,repjackyrosen,,RepJackyRosen
J.,Correa,C001110,rep,Democrat,CA,2025-01-03,2027-01-03,,UCIKJJp4QJIDjnjodc23qKkw,RepLouCorrea,8.16E+17,reploucorrea,,RepLouCorrea
Don,Bacon,B001298,rep,Republican,NE,2025-01-03,2027-01-03,,UCR9abI1lZzAZ6HwQXc-dLFQ,RepDonBacon,8.19E+17,RepDonBacon,,RepDonBacon
Lloyd,Smucker,S001199,rep,Republican,PA,2025-01-03,2027-01-03,,UCs5iMvWy-oTHyf5HuwB7FCg,RepSmucker,41417564,,,RepSmucker
Clay,Higgins,H001077,rep,Republican,LA,2025-01-03,2027-01-03,,,RepClayHiggins,8.44E+17,RepClayHiggins,,CongressmanClayHiggins
Ron,Estes,E000298,rep,Republican,KS,2025-01-03,2027-01-03,,UC2clc28qcehIqotHQcthnWA,RepRonEstes,8.55E+17,RepRonEstes,,RepRonEstes
Jimmy,Gomez,G000585,rep,Democrat,CA,2025-01-03,2027-01-03,,UCOmm091WM6D01xTdzsWNvbQ,RepJimmyGomez,2371339658,repjimmygomez,,RepJimmyGomez
Ralph,Norman,N000190,rep,Republican,SC,2025-01-03,2027-01-03,,UCVVIZjUpGRB1pgQGDBVBU8Q,RepRalphNorman,8.80E+17,repralphnorman,,RepRalphNorman
John,Curtis,C001114,sen,Republican,UT,2025-01-03,2031-01-03,,UChAQ4MD-HigmGnImSoAKBVA,RepJohnCurtis,9.32E+17,repjohncurtis,,RepJohnCurtis
Cindy,Hyde-Smith,H001079,sen,Republican,MS,2021-01-03,2027-01-03,,UCJHxkJhGST0NTlkzJHWV03Q,SenHydeSmith,9.83E+17,sencindyhydesmith,,SenatorCindyHydeSmith
Michael,Cloud,C001115,rep,Republican,TX,2025-01-03,2027-01-03,RepCloudTX,UCv_kM3OZukHS0rjWpw_JMWg,RepCloudTX,1.04E+18,repcloudtx,,RepCloudTX
Pete,Stauber,S001212,rep,Republican,MN,2025-01-03,2027-01-03,,,RepPeteStauber,1.08E+18,,,RepPeteStauber
Troy,Balderson,B001306,rep,Republican,OH,2025-01-03,2027-01-03,,UCm6vJzx-mu4Xr56FnQKRz0w,RepBalderson,1.04E+18,,,RepTroyBalderson
Ben,Cline,C001118,rep,Republican,VA,2025-01-03,2027-01-03,@congressmanbencline8000,UCQYI19aNR1xdhX2BCkDQSGg,RepBenCline,1.07E+18,repbencline,,RepBenCline
Steven,Horsford,H001066,rep,Democrat,NV,2025-01-03,2027-01-03,,UCNEpy5bPXiyAavRzYnPlhDQ,RepHorsford,389840566,rephorsford,,
Kevin,Hern,H001082,rep,Republican,OK,2025-01-03,2027-01-03,,UC9XRRGCgGOEtEOwUAo1rYZg,repkevinhern,1.07E+18,,,repkevinhern
Mike,Levin,L000593,rep,Democrat,CA,2025-01-03,2027-01-03,,UCYFDRohyZgoPy5rXOaVZO-A,RepMikeLevin,1.07E+18,RepMikeLevin,,RepMikeLevin
Joseph,Morelle,M001206,rep,Democrat,NY,2025-01-03,2027-01-03,,,RepJoeMorelle,1.06E+18,,,RepJoeMorelle
Joe,Neguse,N000191,rep,Democrat,CO,2025-01-03,2027-01-03,,,RepJoeNeguse,1.08E+18,,,RepJoeNeguse
Bryan,Steil,S001213,rep,Republican,WI,2025-01-03,2027-01-03,,,RepBryanSteil,1.08E+18,,,
Tim,Burchett,B001309,rep,Republican,TN,2025-01-03,2027-01-03,,,RepTimBurchett,1.03E+18,,,
Angie,Craig,C001119,rep,Democrat,MN,2025-01-03,2027-01-03,,,RepAngieCraig,1.08E+18,,,RepAngieCraig
Dan,Crenshaw,C001120,rep,Republican,TX,2025-01-03,2027-01-03,,UC2XDiCjAHtJqnSEzrHAY5IQ,RepDanCrenshaw,1.08E+18,dancrenshawtx,,RepDanCrenshaw
Jason,Crow,C001121,rep,Democrat,CO,2025-01-03,2027-01-03,,,RepJasonCrow,1.08E+18,,,RepJasonCrow
Sharice,Davids,D000629,rep,Democrat,KS,2025-01-03,2027-01-03,,,RepDavids,1.08E+18,,,
Veronica,Escobar,E000299,rep,Democrat,TX,2025-01-03,2027-01-03,,UC46TX2P8K0CA_4gZv8_R2Og,RepEscobar,1.08E+18,repescobar,,RepEscobar
Lizzie,Fletcher,F000468,rep,Democrat,TX,2025-01-03,2027-01-03,,UCIWDLoDPvawP118TNWi-9rg,RepFletcher,1.08E+18,repfletcher,,RepFletcher
Russ,Fulcher,F000469,rep,Republican,ID,2025-01-03,2027-01-03,,UCx2AS0O5frzPB8D6TqJ3Mqg,RepRussFulcher,1.08E+18,RepRussFulcher,,RepRussFulcher
Sylvia,Garcia,G000587,rep,Democrat,TX,2025-01-03,2027-01-03,,,RepSylviaGarcia,1.08E+18,,,RepSylviaGarcia
Jared,Golden,G000592,rep,Democrat,ME,2025-01-03,2027-01-03,,,RepGolden,1.08E+18,,,
Chrissy,Houlahan,H001085,rep,Democrat,PA,2025-01-03,2027-01-03,,UCGydnnhsUZqFBscmcWcT-zQ,RepHoulahan,1.05E+18,repchrissyhoulahan,,RepChrissyHoulahan
Josh,Harder,H001090,rep,Democrat,CA,2025-01-03,2027-01-03,,,RepJoshHarder,1.08E+18,,,
Dusty,Johnson,J000301,rep,Republican,SD,2025-01-03,2027-01-03,,,RepDustyJohnson,1.07E+18,,,
Susie,Lee,L000590,rep,Democrat,NV,2025-01-03,2027-01-03,,,RepSusieLee,1.08E+18,repsusielee,,RepSusieLee
Daniel,Meuser,M001204,rep,Republican,PA,2025-01-03,2027-01-03,,,RepMeuser,1.08E+18,,,RepMeuser
Ayanna,Pressley,P000617,rep,Democrat,MA,2025-01-03,2027-01-03,,UCkhjut8oXdxN7HGg5eRT9Fw,RepPressley,1.08E+18,RepAyannaPressley,,RepAyannaPressley
Mikie,Sherrill,S001207,rep,Democrat,NJ,2025-01-03,2027-01-03,,,RepSherrill,1.08E+18,,,RepMikieSherrill
Elissa,Slotkin,S001208,sen,Democrat,MI,2025-01-03,2031-01-03,,,RepSlotkin,1.08E+18,senslotkin,,SenElissaSlotkin
Greg,Stanton,S001211,rep,Democrat,AZ,2025-01-03,2027-01-03,,,RepGregStanton,1.08E+18,repgregstanton,,repgregstanton
Haley,Stevens,S001215,rep,Democrat,MI,2025-01-03,2027-01-03,,,RepHaleyStevens,1.08E+18,,,RepHaleyStevens
Kim,Schrier,S001216,rep,Democrat,WA,2025-01-03,2027-01-03,,,RepKimSchrier,1.08E+18,,,repkimschrier
William,Timmons,T000480,rep,Republican,SC,2025-01-03,2027-01-03,,,RepTimmons,1.08E+18,reptimmons,,reptimmons
Rashida,Tlaib,T000481,rep,Democrat,MI,2025-01-03,2027-01-03,,UCl5GK07sD5TZIhKcsDNSExA,RepRashida,1.08E+18,reprashida,,RepRashida
Lori,Trahan,T000482,rep,Democrat,MA,2025-01-03,2027-01-03,,UCsRXg0BmoS4Rkjz-pqX1PmQ,RepLoriTrahan,1.08E+18,reploritrahan,,reploritrahan
Lauren,Underwood,U000040,rep,Democrat,IL,2025-01-03,2027-01-03,,,RepUnderwood,1.08E+18,,,
